1-Name;2-Manufacturer;3-Camera Model;4-Year;5-Camera Type;6-F-number;7-ISO;8-Aperture;9-Exposure;10-MegaPixels;11-RAWsize;12-Focallength;13-Focallength Eq. 35Mm;14-cropFactor;15-Sensor size;16-Sensor Size (mm);17-pixel pitch (um);18-Pixel Density (MP/cm2);19-Sensor Model;20-Demosaicing algorithm;21-USM / DEN order;22-Sharpenning;23-Denoising;24-Resizing;25-ImageSize;26-JPEG Compression
32800.dng;Leica;M9;2009;DSLR;--;160;--;1/125;18.1;5216x3472;35.0;35;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;96
32900.DNG;Leica;M9;2009;DSLR;--;320;--;1/16;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.40711;1024x640;100
33000.DNG;Leica;M9;2009;DSLR;--;1250;--;1/500;18.1;5216x3472;--;--;--;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.75630;1024x512;92
33100.DNG;Leica;M9;2009;DSLR;--;160;--;1/12;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;Fast;1;USM ON,1.26,164.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.14781;512x512;85
33200.DNG;Leica;M9;2009;DSLR;--;160;--;1/4000;18.1;5216x3472;50.0;50;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x512;75
33300.DNG;Leica;M9;2009;DSLR;--;160;--;1/360;18.1;5216x3472;21.0;21;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,1.57,306.00;DENOISE ON,19.00,59.00;RESIZE ON_ALONE,LANCZOS,0.29561;1024x1024;80
33400.DNG;Leica;M Monochrom;2015;DSLR;--;320;--;1/360;18.1;5216x3472;50.0;50;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;Fast;1;USM ON,0.38,340.00;DENOISE ON,29.00,38.00;RESIZE ON_ALONE,BICUBIC,0.20785;720x720;98
33500.DNG;Leica;M Monochrom;2015;DSLR;--;320;--;1/4000;18.1;5216x3472;50.0;50;1;Full Frame;43.0;6.8;2.16263;Kodak KAF-18500;AMaZE;1;USM ON,1.57,65.00;DENOISE ON,91.00,16.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;80
33600.NEF;Nikon;1-AW1;2013;Compact;5.3;160;5.3;1/500;14.2;4620x3084;23.1;61.908;2.68;1" (13.2x8.8);16;2.86;12.2255;--;DCB2;1;USM ON,1.09,281.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.16579;1024x1024;98
33700.NEF;Nikon;1-AW1;2013;Compact;5;160;5;1/800;14.2;4620x3084;12.0;32.16;2.68;1" (13.2x8.8);16;2.86;12.2255;--;DCB2;1;USM ON,2.08,12.00;DENOISE ON,90.00,45.00;RESIZE ON_ALONE,LANCZOS,0.22203;512x1024;80
33800.NEF;Nikon;1-AW1;2013;Compact;5.6;160;5.6;1/1250;14.2;4620x3084;27.5;73.7;2.68;1" (13.2x8.8);16;2.86;12.2255;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,47.00,35.00;RESIZE ON_WITH_CROP,BICUBIC,0.79908;720x1024;100
33900.NEF;Nikon;1-AW1;2013;Compact;4.8;160;4.8;1/500;14.2;4620x3084;19.9;53.332;2.68;1" (13.2x8.8);16;2.86;12.2255;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,62.00,0.00;RESIZE ON_ALONE,BILINEAR,0.22203;640x1024;75
34000.NEF;Nikon;1-AW1;2013;Compact;4;160;4;1/1000;14.2;4620x3084;14.5;38.86;2.68;1" (13.2x8.8);16;2.86;12.2255;--;DCB2;1;USM ON,0.98,436.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x512;75
34100.NEF;Nikon;1-AW1;2013;Compact;4;2000;4;1/60;14.2;4620x3084;13.5;36.18;2.68;1" (13.2x8.8);16;2.86;12.2255;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.33312;1024x640;80
34200.NEF;Nikon;1-AW1;2013;Compact;4.5;160;4.5;1/400;14.2;4620x3084;11.0;29.48;2.68;1" (13.2x8.8);16;2.86;12.2255;--;DCB2;1;USM ON,0.65,261.00;DENOISE ON,92.00,49.00;RESIZE ON_WITH_CROP,NEAREST,0.94301;640x512;90
34300.NEF;Nikon;1-AW1;2013;Compact;5.6;160;5.6;1/1600;14.2;4620x3084;27.5;73.7;2.68;1" (13.2x8.8);16;2.86;12.2255;--;DCB2;1;USM ON,0.45,201.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,1.08343;1024x1024;93
34400.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;5.6;3200;5.6;1/50;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;1;USM ON,1.41,180.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.45791;512x640;90
34500.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;6.3;100;6.3;1/100;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;AMaZE;1;USM ON,0.49,329.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.17990;1024x720;91
34600.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;5.6;3200;5.6;1/5;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.00424;720x512;94
34700.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;5.6;200;5.6;1/80;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;AMaZE;0;USM ON,1.38,141.00;DENOISE ON,20.00,37.00;RESIZE ON_WITH_CROP,BILINEAR,0.44036;512x720;70
34800.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;9;100;9;1/100;24.3;6048x4024;31.0;46.5;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;Fast;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.12987;512x720;80
34900.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;8;100;8;1/100;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;0;USM ON,0.64,502.00;DENOISE ON,46.00,37.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;98
35000.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;32;100;32;1/13;24.3;6048x4024;38.0;57;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;AMaZE;1;USM ON,0.45,233.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,1.07380;1024x720;89
35100.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;9;100;9;1/125;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;0;USM ON,0.36,267.00;DENOISE ON,28.00,57.00;RESIZE ON_WITH_CROP,BICUBIC,1.20837;640x640;75
35200.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;4.5;100;4.5;1/60;24.3;6048x4024;16.0;24;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;IGV;1;USM ON,2.82,280.00;DENOISE ON,85.00,10.00;RESIZE ON_WITH_CROP,LANCZOS,0.34474;1024x640;94
35300.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;10;100;10;1/125;24.3;6048x4024;41.0;61.5;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;0;USM ON,1.02,22.00;DENOISE ON,83.00,59.00;RESIZE ON_WITH_CROP,LANCZOS,0.50085;1024x720;90
35400.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;10;100;10;1/125;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;Fast;1;USM ON,1.62,135.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.11864;1024x640;97
35500.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;11;100;11;1/200;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;90
35600.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;11;100;11;1/250;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;1;USM ON,0.39,282.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.55686;720x720;100
35700.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;5.6;2000;5.6;1/160;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;80
35800.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;9;100;9;1/200;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;Fast;0;USM ON,1.82,281.00;DENOISE ON,71.00,58.00;RESIZE ON_WITH_CROP,LANCZOS,1.06405;512x512;75
35900.ARW;Sony;Alpha6000 (ILCE-6000);2014;Mirrorless;5.6;250;5.6;1/80;24.3;6048x4024;50.0;75;1.5;APS-C;28.2;3.91;6.54104;Sony IMX210 Exmor;IGV;1;USM ON,1.95,37.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.17928;720x720;100
36000.ARW;Sony;Alpha 7R;2013;Mirrorless;13;1000;13;1/2000;36.4;7392x4920;62.0;62;1;Full Frame;9.5;2.06;23.5649;--;DCB2;1;USM ON,2.19,221.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.13029;640x512;92
36100.ARW;Sony;Alpha 7R;2013;Mirrorless;5.6;25600;5.6;1/2000;36.4;7392x4920;60.0;60;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,1.42,69.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.67134;640x720;99
36200.ARW;Sony;Alpha 7R;2013;Mirrorless;9;100;9;1/100;36.4;7392x4920;53.0;53;1;Full Frame;9.5;2.06;23.5649;--;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.13029;640x640;99
36300.ARW;Sony;Alpha 7R;2013;Mirrorless;13;640;13;1/2000;36.4;7392x4920;65.0;65;1;Full Frame;9.5;2.06;23.5649;--;DCB2;1;USM ON,1.60,219.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.10423;512x720;80
36400.ARW;Sony;Alpha 7R;2013;Mirrorless;13;100;13;1/400;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,38.00,48.00;RESIZE CROP_ONLY,NONE,0.00000;640x1024;98
36500.ARW;Sony;Alpha 7R;2013;Mirrorless;13;100;13;1/60;36.4;7392x4920;28.0;28;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.32,478.00;DENOISE ON,59.00,47.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;92
36600.ARW;Sony;Alpha 7R;2013;Mirrorless;5.6;100;5.6;1/80;36.4;7392x4920;68.0;68;1;Full Frame;9.5;2.06;23.5649;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x720;80
36700.ARW;Sony;Alpha 7R;2013;Mirrorless;5.6;100;5.6;1/80;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;95
36800.ARW;Sony;Alpha 7R;2013;Mirrorless;10;1600;10;1/1250;36.4;7392x4920;32.0;32;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,39.00,57.00;RESIZE ON_WITH_CROP,BICUBIC,0.43215;1024x720;75
36900.ARW;Sony;Alpha 7R;2013;Mirrorless;25;5000;25;1/1600;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,1.27,188.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x640;100
37000.ARW;Sony;Alpha 7R;2013;Mirrorless;5;200;5;1/60;36.4;7392x4920;58.0;58;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,88.00,39.00;RESIZE CROP_ONLY,NONE,0.00000;720x512;94
37100.ARW;Sony;Alpha 7R;2013;Mirrorless;13;1000;13;1/1000;36.4;7392x4920;66.0;66;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM ON,1.69,195.00;DENOISE ON,14.00,10.00;RESIZE ON_ALONE,LANCZOS,0.14658;720x720;80
37200.ARW;Sony;Alpha 7R;2013;Mirrorless;11;100;11;1/400;36.4;7392x4920;28.0;28;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,19.00,32.00;RESIZE ON_ALONE,BILINEAR,0.13924;1024x512;85
37300.ARW;Sony;Alpha 7R;2013;Mirrorless;10;2000;10;1/1250;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM ON,0.71,122.00;DENOISE ON,76.00,36.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;98
37400.ARW;Sony;Alpha 7R;2013;Mirrorless;14;12800;14;1/2000;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.53,220.00;DENOISE ON,7.00,21.00;RESIZE ON_WITH_CROP,BILINEAR,0.52248;640x640;100
37500.ARW;Sony;Alpha 7R;2013;Mirrorless;13;500;13;1/2000;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.64965;640x720;98
37600.ARW;Sony;Alpha 7R;2013;Mirrorless;4;4000;4;1/60;36.4;7392x4920;36.0;36;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.13924;512x1024;75
37700.ARW;Sony;Alpha 7R;2013;Mirrorless;5.6;50;5.6;1/30;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.10423;512x640;94
37800.ARW;Sony;Alpha 7R;2013;Mirrorless;13;20000;13;1/1000;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.44,379.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.77995;1024x1024;90
37900.ARW;Sony;Alpha 7R;2013;Mirrorless;5.6;200;5.6;1/80;36.4;7392x4920;69.0;69;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,1.10,206.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.29847;1024x1024;75
38000.ARW;Sony;Alpha 7R;2013;Mirrorless;7.1;100;7.1;1/80;36.4;7392x4920;60.0;60;1;Full Frame;9.5;2.06;23.5649;--;Fast;1;USM ON,0.36,208.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.29963;640x720;100
38100.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/500;36.4;7392x4920;49.0;49;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.85,119.00;DENOISE ON,54.00,27.00;RESIZE ON_WITH_CROP,LANCZOS,1.14317;720x720;90
38200.ARW;Sony;Alpha 7R;2013;Mirrorless;4.5;800;4.5;0.6;36.4;7392x4920;49.0;49;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,11.00,50.00;RESIZE ON_ALONE,LANCZOS,0.14658;720x720;75
38300.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/1250;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;Fast;0;USM ON,0.40,63.00;DENOISE ON,73.00,5.00;RESIZE ON_ALONE,LANCZOS,0.10423;512x640;75
38400.ARW;Sony;Alpha 7R;2013;Mirrorless;4.5;800;4.5;1/8;36.4;7392x4920;48.0;48;1;Full Frame;9.5;2.06;23.5649;--;DCB2;1;USM ON,0.57,293.00;DENOISE ON,43.00,35.00;RESIZE ON_ALONE,LANCZOS,0.14658;720x1024;100
38500.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/2500;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.96,108.00;DENOISE ON,89.00,28.00;RESIZE ON_WITH_CROP,BICUBIC,0.87220;1024x1024;80
38600.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/1600;36.4;7392x4920;58.0;58;1;Full Frame;9.5;2.06;23.5649;--;AMaZE;1;USM ON,0.73,121.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;100
38700.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/1600;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;DCB2;1;USM ON,1.01,191.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.84405;512x640;100
38800.ARW;Sony;Alpha 7R;2013;Mirrorless;9;800;9;1/500;36.4;7392x4920;70.0;70;1;Full Frame;9.5;2.06;23.5649;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,6.00,6.00;RESIZE ON_ALONE,LANCZOS,0.10423;512x512;95
38900.DNG;Ricoh;GR DIGITAL III;2009;Compact;1.9;1600;1.9;1/73;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;IGV;0;USM OFF,0.00,0.00;DENOISE ON,42.00,14.00;RESIZE CROP_ONLY,NONE,0.00000;1024x720;100
39000.DNG;Ricoh;GR DIGITAL III;2009;Compact;2.8;64;2.8;1/200;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,1.04509;512x1024;100
39100.DNG;Ricoh;GR DIGITAL III;2009;Compact;2.2;64;2.2;1/125;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;IGV;1;USM ON,2.50,267.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.76104;1024x1024;100
39200.DNG;Ricoh;GR DIGITAL III;2009;Compact;1.9;64;1.9;1/500;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,1.15032;720x1024;100
39300.DNG;Ricoh;GR DIGITAL III;2009;Compact;4.5;68;4.5;1/32;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;AMaZE;1;USM ON,0.66,184.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.26277;720x720;97
39400.DNG;Ricoh;GR DIGITAL III;2009;Compact;1.9;154;1.9;1/10;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.71486;640x1024;92
39500.DNG;Ricoh;GR DIGITAL III;2009;Compact;3.5;64;3.5;1/200;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;IGV;0;USM OFF,0.00,0.00;DENOISE ON,18.00,33.00;RESIZE CROP_ONLY,NONE,0.00000;1024x720;99
39600.DNG;Ricoh;GR DIGITAL III;2009;Compact;4.5;84;4.5;1/32;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;Fast;1;USM ON,0.30,239.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,1.11588;720x512;100
39700.DNG;Ricoh;GR DIGITAL III;2009;Compact;1.9;64;1.9;1/2000;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.39502;640x1024;70
39800.DNG;Ricoh;GR DIGITAL III;2009;Compact;2.5;64;2.5;1/290;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;AMaZE;0;USM ON,2.99,198.00;DENOISE ON,7.00,15.00;RESIZE ON_WITH_CROP,BICUBIC,0.72990;512x720;80
39900.DNG;Ricoh;GR DIGITAL III;2009;Compact;9;154;9;1/30;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;85
40000.DNG;Ricoh;GR DIGITAL III;2009;Compact;9;154;9;1/24;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.51692;720x640;99
40100.DNG;Ricoh;GR DIGITAL III;2009;Compact;2.8;64;2.8;1/200;10.1;3672x2748;6.0;1/1.7";0.166667;1/1.7";9.5;2.02;24.5074;--;Fast;0;USM OFF,0.00,0.00;DENOISE ON,43.00,50.00;RESIZE ON_ALONE,LANCZOS,0.37372;1024x640;96
40200.CR2;Canon;EOS 100D (device #1);2013;DSLR;0;200;Inf;1/400;17.9;5184x3456;--;--;--;APS-C;26.82;4.29;5.43357;--;Fast;1;USM ON,0.48,249.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.18454;640x640;90
40300.CR2;Canon;EOS 100D (device #1);2013;DSLR;36;100;36;30;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;1;USM ON,1.46,416.00;DENOISE ON,9.00,56.00;RESIZE ON_ALONE,BICUBIC,0.14764;512x512;75
40400.CR2;Canon;EOS 100D (device #1);2013;DSLR;4;1600;4;1/60;17.9;5184x3456;28.0;42;1.5;APS-C;26.82;4.29;5.43357;--;AMaZE;1;USM ON,1.55,211.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,NEAREST,0.20761;1024x720;80
40500.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;1000;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.20761;720x640;96
40600.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;640;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.97146;640x640;80
40700.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;2500;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;1;USM ON,1.56,272.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x1024;80
40800.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;4000;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;AMaZE;1;USM ON,2.45,296.00;DENOISE ON,80.00,36.00;RESIZE ON_ALONE,LANCZOS,0.29527;1024x1024;97
40900.CR2;Canon;EOS 100D (device #1);2013;DSLR;6.3;4000;6.3;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,52.00,35.00;RESIZE ON_WITH_CROP,BICUBIC,0.57124;720x640;89
41000.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;2000;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;AMaZE;1;USM ON,0.33,267.00;DENOISE ON,56.00,57.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;100
41100.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;4000;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,29.00,29.00;RESIZE ON_ALONE,NEAREST,0.14764;512x720;80
41200.CR2;Canon;EOS 100D (device #1);2013;DSLR;4;800;4;1/30;17.9;5184x3456;18.0;27;1.5;APS-C;26.82;4.29;5.43357;--;IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.39879;720x512;93
41300.CR2;Canon;EOS 100D (device #1);2013;DSLR;5.6;6400;5.6;1/80;17.9;5184x3456;55.0;82.5;1.5;APS-C;26.82;4.29;5.43357;--;Fast;1;USM ON,0.99,120.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.67123;512x512;100
41400.CR2;Canon;EOS 100D (device #1);2013;DSLR;4.5;100;4.5;1/50;17.9;5184x3456;27.0;40.5;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;0;USM ON,1.14,20.00;DENOISE ON,63.00,59.00;RESIZE ON_ALONE,LANCZOS,0.29527;1024x512;80
41500.CR2;Canon;EOS 100D (device #1);2013;DSLR;3.5;125;3.5;1/30;17.9;5184x3456;18.0;27;1.5;APS-C;26.82;4.29;5.43357;--;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.14764;512x640;92
